Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
small shoe rack,5,5,4400,46,0.39,https://www.wayfair.com/storage-organization/sb1/small-shoe-storage-c504342-a76221~442865.html,132,0,51.00,1,61000000,"[66,54,66,66,66,54,66,66,66,54,81,36]",2023-04-16,"Image pack, Video, Image, FAQ, Popular products, Related searches",informational,Organic
bowden faux leather dining chair,11,11,20,23,1.00,https://www.wayfair.com/keyword.php?keyword=bowden+faux+leather+dining+chairs+target,0,0,0.00,1,35,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-08,"Knowledge panel, Image pack, Video, Image, Indented, Related products, Related searches","informational, transactional",Organic
wicker breakfast tray,6,6,50,18,0.46,https://www.wayfair.com/keyword.php?keyword=wicker+bed+trays,1,0,0.00,1,83,"[41,41,52,29,41,11,11,11,11,11,64,11]",2023-03-31,"Image pack, Video, Image",commercial,Organic
rectangular tilt patio umbrella,6,6,90,51,0.74,https://www.wayfair.com/outdoor/sb1/rectangular-patio-umbrellas-c531556-a876~1438.html,1,0,1.00,1,71,"[35,35,43,53,35,23,10,7,5,5,5,5]",2023-04-06,"Image pack, Video, Image, AdWords bottom, People also ask, Indented, Related searches",commercial,Organic
glider sectional,4,4,20,0,1.08,https://www.wayfair.com/keyword.php?keyword=rocker+recliner+sectional,1,0,1.00,1,6130000,"[18,18,18,18,27,18,18,18,18,27,36,18]",2023-04-07,"Video, Image, Indented, Related searches",commercial,Organic
60 inch vanity with tower,2,2,20,16,0.98,https://www.wayfair.com/keyword.php?keyword=60+single+sink+vanity+with+tower+cabinets+on+each+side,2,0,2.00,1,78,"[9,9,9,9,9,9,9,9,9,9,9,9]",2023-04-04,"Image pack, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
60 inch vanity with tower,1,1,20,16,0.98,https://www.wayfair.com/keyword.php?keyword=60+inch+bathroom+vanity+with+linen+tower,4,0,4.00,1,78,"[9,9,9,9,9,9,9,9,9,9,9,9]",2023-04-04,"Image pack, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
kebe food,54,54,30,53,0.00,https://www.wayfair.com/brand/bnd/kebe-b61238.html,0,0,0.00,0.01,589000,"[27,36,18,18,18,18,18,18,18,18,100,18]",2023-04-01,"Image pack, Site links, Reviews, Video, People also ask",informational,Organic
hampton ceiling fan parts,13,13,50,45,0.37,https://www.wayfair.com/keyword.php?keyword=hampton+bay+ceiling+fan+parts,0,0,0.00,1,57,"[50,50,50,78,14,14,78,14,14,14,14,78]",2023-03-21,"Image pack, Site links, Video, Image, AdWords bottom, FAQ",commercial,Organic
turkey tea lights,66,66,30,20,0.00,https://www.wayfair.com/decor-pillows/pdp/the-holiday-aisle-turkey-shaped-unscented-novelty-candle-w006073615.html,0,0,0.00,1,83400000,"[14,14,14,14,14,14,14,14,78,14,14,14]",2023-04-06,"Image pack, Video, Image, Indented",commercial,Organic
sunbrella patio chair cushions,10,10,210,45,0.79,https://www.wayfair.com/keyword.php?keyword=sunbrella+patio+seat+cushions,4,0,3.00,1,53,"[54,54,66,44,44,35,23,23,23,18,18,23]",2023-03-31,"Video, Image, Shopping ads, People also ask",commercial,Organic
front door flag,4,4,40,22,0.35,https://www.wayfair.com/keyword.php?keyword=decorative+front+door+flags,2,0,0.00,1,144000000,"[21,14,78,78,78,14,14,14,14,14,14,14]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
how to hide a slide,63,63,30,46,0.00,https://www.wayfair.com/outdoor/pdp/little-tikes-hide-slide-climber-jd10180.html,0,0,0.00,0,0,"[11,11,11,11,11,11,11,100,11,11,11,23]",2023-03-29,"Carousel, Video, Featured snippet, Video Carousel, People also ask",informational,Organic
where is natuzzi furniture made,75,75,20,21,1.15,https://www.wayfair.com/keyword.php?keyword=natuzzi+leather+sofa,0,0,0.00,1,2670000,"[11,11,11,11,11,11,11,11,11,11,11,29]",2023-04-09,"Image pack, Site links, Video, Featured snippet, Image, People also ask, FAQ, Indented, Related searches",informational,Organic
tent for back of suv,17,17,320,37,0.27,https://www.wayfair.com/keyword.php?keyword=suv+tent,1,0,0.00,1,13600000,"[29,43,54,81,66,81,81,81,54,43,35,43]",2023-03-24,"Image pack, Image, Video Carousel, People also ask",commercial,Organic
head 10,56,56,210,27,0.00,https://www.wayfair.com/home-improvement/pdp/kohler-honesty-10-in-25-gpm-rain-fixed-shower-head-lbpr3637.html,0,0,0.00,0.01,13000000000,"[80,65,80,65,80,65,80,80,65,80,65,65]",2023-03-31,"Image pack, Video, Image, People also ask",informational,Organic
hall cabinets,4,4,320,28,0.55,https://www.wayfair.com/keyword.php?keyword=entrance+hall+cabinets,14,0,7.00,1,56600000,"[36,100,81,81,100,6,15,19,19,15,19,19]",2023-04-14,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
paula dean air fryer,16,16,210,29,0.27,https://www.wayfair.com/keyword.php?keyword=paula+deen+10+qt+air+fryer,0,0,0.00,1,87,"[20,5,2,10,2,5,3,5,8,30,5,8]",2023-04-09,"Knowledge panel, Reviews, Video, People also ask, Indented, Related searches",informational,Organic
72 seahawks,30,30,90,46,0.00,https://www.wayfair.com/rugs/pdp/fanmats-nfl-seattle-seahawks-putting-green-72-in-x-18-in-non-slip-indoor-only-mat-fnm10312.html,0,0,0.00,0,7930000,"[11,19,19,15,15,53,80,65,65,53,53,7]",2023-04-05,"Image pack, Video, Featured snippet, People also ask",informational,Organic
fun outdoor bars,7,7,50,55,0.00,https://www.wayfair.com/outdoor/sb0/patio-bars-sets-c531549.html,1,0,0.00,0.92,163000000,"[11,11,64,11,64,64,64,11,11,11,11,11]",2023-03-31,"Local pack, Image pack, Image",commercial,Organic
spot led light,63,63,110,43,0.63,https://www.wayfair.com/lighting/sb1/spot-light-led-lighting-c1873028-a149012~484467.html,0,0,0.00,0.98,300000000,"[34,42,34,42,42,42,53,42,34,53,53,34]",2023-03-30,"Image pack, Video, Image, People also ask",commercial,Organic
tall glass votive holders,5,5,30,27,0.39,https://www.wayfair.com/decor-pillows/sb2/tall-large-votive-candle-holders-c527310-a72057~267600-a149336~486459.html,1,0,0.00,1,91,"[18,18,100,18,18,18,18,27,18,18,18,27]",2023-03-29,"Image pack, Video, Image, People also ask",commercial,Organic
trees black and white,26,26,320,35,0.49,https://www.wayfair.com/decor-pillows/sb2/black-white-trees-wall-art-c215363-a144767~465629-a150522~491813.html,0,0,0.00,1,1100000000,"[48,39,26,48,14,26,39,21,39,32,26,32]",2023-03-29,"Image pack, Video, Image",informational,Organic
empty squeeze bottle,41,41,210,32,0.41,https://www.wayfair.com/keyword.php?keyword=clear+plastic+squeeze+bottles,0,0,0.00,1,13000000,"[66,53,43,53,53,53,53,43,43,43,43,53]",2023-03-22,"Image pack, Video, Image, People also ask",commercial,Organic
car steer horns,34,34,70,31,0.22,https://www.wayfair.com/keyword.php?keyword=longhorn+steer+horns,0,0,0.00,1,2930000,"[42,65,53,26,34,0,0,34,26,19,26,0]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
solar powered gnome,5,5,40,22,0.44,https://www.wayfair.com/keyword.php?keyword=solar+gnomes,1,0,0.00,1,3220000,"[19,7,42,42,42,7,7,7,7,7,7,7]",2023-03-27,"Image pack, Video, Image, People also ask",commercial,Organic
plus size housecoat,17,17,210,47,0.69,https://www.wayfair.com/keyword.php?keyword=bath+robes+for+women+plus+size,0,0,0.00,1,86,"[35,35,29,29,29,29,35,35,54,43,66,29]",2023-03-22,"Image pack, Video, Image, People also ask",commercial,Organic
jacuzzi bathtubs for sale near me,21,21,20,60,2.65,https://www.wayfair.com/home-improvement/sb1/whirlpool-bathtubs-c1840897-a4536~12130.html,0,0,0.00,1,1070000,"[9,19,9,9,9,9,9,9,9,9,9,9]",2023-04-08,"Local pack, Video, AdWords bottom, Indented, Related searches",transactional,Organic
42 wide interior door,5,5,20,18,0.80,https://www.wayfair.com/keyword.php?keyword=42+inch+interior+solid+wood+and+glass+french+doors,0,0,0.00,1,85,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-08,"Image pack, Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
42 wide interior door,4,4,20,18,0.80,https://www.wayfair.com/keyword.php?keyword=42+inch+interior+door,1,0,1.00,1,85,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-08,"Image pack, Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
attach headboard to bed base,2,2,90,37,0.46,https://www.wayfair.com/sca/ideas-and-advice/guides/how-to-attach-a-bed-frame-to-a-headboard-T20856,11,0,5.00,1,1080000,"[64,64,64,41,52,82,52,52,64,41,52,17]",2023-04-12,"Image pack, Site links, Video, Image, FAQ, Indented, Related searches",informational,Organic
christmas table top trees,4,4,30,52,0.00,https://www.wayfair.com/holiday-decor/sb0/christmas-tabletop-trees-c548260.html,1,0,0.00,1,88200000,"[18,0,0,18,18,18,18,18,100,100,18,18]",2023-03-25,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
small infrared heater,17,17,480,38,0.33,https://www.wayfair.com/home-improvement/sb1/infrared-space-heaters-c1769395-a124301~393470.html,1,0,0.00,1,12300000,"[16,10,6,8,6,10,30,76,100,67,30,24]",2023-04-06,"Video, Image, People also ask, FAQ",commercial,Organic
modern stool,9,9,720,55,1.58,https://www.wayfair.com/furniture/sb1/modern-bar-stools-counter-stools-c1767662-a154699~516961.html,6,0,10.00,1,173000000,"[55,55,62,55,55,45,36,36,36,36,45,45]",2023-04-15,"Image pack, Site links, Video, Image, FAQ, Indented, Popular products, Related searches",commercial,Organic
pergola fans,17,17,210,24,0.94,https://www.wayfair.com/lighting/sb0/outdoor-ceiling-fans-c416551.html,0,0,0.00,1,12600000,"[19,29,100,44,36,23,12,4,0,1,1,5]",2023-03-28,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
mens electric razers,44,44,20,76,1.45,https://www.wayfair.com/keyword.php?keyword=mens+electric+razors+for+shaving,0,0,0.00,1,26100000,"[11,11,11,11,11,11,11,11,11,0,0,0]",2023-04-07,"Image pack, Site links, Video, Image, People also ask, FAQ, Related searches",commercial,Organic
best flooring for second floor,29,29,50,25,3.40,https://www.wayfair.com/sca/ideas-and-advice/guides/hardwood-vs-laminate-vs-vinyl-flooring-how-to-choose-flooring-that-exceeds-your-expectations-T12853,0,0,0.00,0.99,114000000,"[100,45,36,45,27,36,45,45,27,36,45,27]",2023-03-29,"Site links, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
living room dresser cabinet,3,3,20,21,0.88,https://www.wayfair.com/sca/ideas-and-advice/rooms/dresser-and-chest-style-guide-T404,0,0,0.00,1,100,"[7,7,7,7,7,7,7,7,7,7,7,7]",2023-04-07,"Image pack, Video, Image, Shopping ads, People also ask, Indented, Related searches","informational, transactional",People also ask
living room dresser cabinet,2,2,20,21,0.88,https://www.wayfair.com/keyword.php?keyword=living+room+dresser,2,0,2.00,1,100,"[7,7,7,7,7,7,7,7,7,7,7,7]",2023-04-07,"Image pack, Video, Image, Shopping ads, People also ask, Indented, Related searches","informational, transactional",Organic
entrance floor mats,8,11,260,38,3.87,https://www.wayfair.com/keyword.php?keyword=indoor+entrance+mat,6,0,24.00,1,11800000,"[100,66,66,66,53,53,53,53,66,66,66,53]",2023-04-17,"Site links, Video, Image, Indented, Popular products, Related searches",commercial,Organic
hair catcher drain,10,10,70,54,0.37,https://www.wayfair.com/keyword.php?keyword=shower+drain+hair+catcher,1,0,0.00,1,5180000,"[19,1,0,2,0,1,1,1,1,100,4,2]",2023-03-27,"Video, Image, People also ask",commercial,Organic
glass vases set,26,26,40,35,0.38,https://www.wayfair.com/keyword.php?keyword=colored+glass+vases,0,0,0.00,1,38400000,"[100,100,100,80,80,100,60,60,100,60,80,60]",2023-04-09,"Image pack, Video, Image, Shopping ads, Indented, Related searches",commercial,Organic
desk for pool,5,5,30,16,0.00,https://www.wayfair.com/keyword.php?keyword=laptop+pool+float,1,0,0.00,1,262000000,"[64,11,11,11,11,11,11,11,11,11,11,11]",2023-03-24,"Image pack, Video, Image, Shopping ads",informational,Organic
buy floor mattress,4,4,20,41,0.87,https://www.wayfair.com/keyword.php?keyword=floor+mattress,0,0,0.00,1,841000000,"[18,18,18,18,18,18,18,18,18,18,18,18]",2023-04-07,"Shopping ads, People also ask, Related searches",transactional,Organic
diy farmhouse outdoor table,95,95,110,41,0.00,https://www.wayfair.com/keyword.php?keyword=metal+hair+pin+table+legs,0,0,0.00,1,20800000,"[53,100,53,80,53,26,34,19,15,7,19,34]",2023-04-05,"Image pack, Video, Featured snippet, Image, Video Carousel, People also ask",informational,Organic
redbird studio,49,49,110,27,0.00,https://www.wayfair.com/outdoor/pdp/red-barrel-studio-winters-glory-redbird-1-northern-cardinal-2-sided-garden-flag-w000164207.html,0,0,0.00,0.01,2600000,"[34,34,34,34,43,34,34,34,43,53,43,6]",2023-04-09,"Local pack, Image pack, Image, Indented",transactional,Organic
round wooden centerpiece,61,61,40,25,0.43,https://www.wayfair.com/keyword.php?keyword=wood+centerpiece,0,0,0.00,1,97,"[0,9,0,18,18,100,81,27,63,9,45,18]",2023-04-01,"Image pack, Video, Image, People also ask",commercial,Organic
ticova,5,5,140,33,1.02,https://www.wayfair.com/keyword.php?keyword=ticova+ergonomic+office+chair,6,0,6.00,0.86,67,"[28,28,21,28,28,34,21,28,100,81,65,65]",2023-03-27,"Knowledge panel, Site links, Image, AdWords bottom, Video Carousel, People also ask","informational, transactional",Organic
best king size bed frame for small room,15,15,20,50,1.31,https://www.wayfair.com/keyword.php?keyword=beds+for+small+spaces,0,0,0.00,1,66100000,"[9,9,9,9,9,9,9,9,9,9,9,9]",2023-04-09,"Image pack, Site links, Image, Shopping ads, People also ask, FAQ, Indented, Related searches",commercial,Organic
game of thrones wine where to buy,67,67,40,18,0.00,https://www.wayfair.com/keyword.php?keyword=game+of+thrones+wine+bottle,0,0,0.00,0.86,20000000,"[11,11,11,11,11,17,41,64,29,11,11,11]",2023-04-13,"Knowledge panel, Local pack, Image, Shopping ads, Indented, Related products, Related searches",transactional,Organic
wall unit display case,3,3,20,29,1.02,https://www.wayfair.com/keyword.php?keyword=wall+display+case,1,0,1.00,1,150000000,"[21,14,14,14,14,14,14,14,14,14,21,14]",2023-03-21,"Image pack, Site links, Video, Image","informational, transactional",Organic
chesaning candle walk 2022,29,29,50,8,0.00,https://www.wayfair.com/decor-pillows/sb2/blue-white-candles-c215458-a72062~265994-a72062~265996.html,0,0,0.00,0,56,"[0,0,0,0,0,0,0,0,0,100,4,4]",2023-03-22,"Image pack, Site links, Video, Image",informational,Organic
solid gold seal meal,37,37,30,17,0.71,https://www.wayfair.com/keyword.php?keyword=gold+seal+scissors,0,0,0.00,1,73,"[42,57,57,57,28,28,28,28,28,28,28,28]",2023-03-23,"Knowledge panel, Image pack, Video, Image, Shopping ads, People also ask","informational, transactional",Organic
solid floors,50,50,20,45,2.89,https://www.wayfair.com/home-improvement/sb1/solid-hardwood-flooring-c1840298-a11194~40933.html,0,0,0.00,1,94600000,"[77,22,33,44,11,22,11,33,22,11,0,11]",2023-04-12,"Knowledge panel, Image pack, Site links, Video, Image, People also ask, Indented, Related searches",commercial,Organic
tall wall candle sconces,1,1,40,32,0.51,https://www.wayfair.com/decor-pillows/sb2/sconce-tall-large-candle-holders-c527310-a72057~265955-a149336~486459.html,9,0,5.00,1,15500000,"[17,23,29,41,11,11,11,11,11,11,11,64]",2023-03-28,"Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask, FAQ",commercial,Organic
coffee table for board games,5,5,40,21,0.38,https://www.wayfair.com/keyword.php?keyword=board+game+coffee+table,1,0,0.00,1,91900000,"[3,12,0,3,0,0,3,81,0,0,15,12]",2023-03-23,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
max fan,32,32,480,11,0.34,https://www.wayfair.com/home-improvement/pdp/lasko-super-fan-max-air-mover-unw10137.html,0,0,0.00,1,1030000000,"[67,44,81,67,44,81,67,54,54,36,54,54]",2023-04-05,"Site links, Video, Image",commercial,Organic
ivory faux fur tree skirt,3,3,30,16,0.00,https://www.wayfair.com/keyword.php?keyword=ivory+faux+fur+tree+skirt,1,0,0.00,0,83,"[18,0,18,18,18,18,18,18,100,100,18,18]",2023-04-15,"Image pack, Video, Image, Indented, Popular products, Related searches",commercial,Organic
three dimensional rugs,4,4,50,25,0.56,https://www.wayfair.com/keyword.php?keyword=3d+rugs,3,0,1.00,1,3020000,"[18,18,18,18,18,100,18,18,18,100,100,100]",2023-04-04,"Image pack, Video, Image",commercial,Organic
wooden floor mat for office chair,5,5,30,44,1.11,https://www.wayfair.com/furniture/sb1/hard-floor-chair-mats-c251642-a3548~8959.html,1,0,1.00,1,33400000,"[100,0,0,0,0,0,0,0,0,0,0,3]",2023-04-06,"Site links, Image, Video Carousel, People also ask, FAQ, Indented, Related searches",commercial,Organic
8x9 rugs,2,2,110,26,0.97,https://www.wayfair.com/keyword.php?keyword=8x9+area+rug,14,0,14.00,1,97,"[35,14,14,18,8,100,14,6,10,14,4,14]",2023-03-25,"Image pack, Video, Image, AdWords bottom, FAQ",commercial,Organic
bathroom accessories commercial use,70,70,40,34,3.46,https://www.wayfair.com/keyword.php?keyword=commercial%2Bbathroom%2Bsupplies,0,0,0.00,1,62600000,"[18,18,36,100,18,100,18,18,18,18,18,18]",2023-03-25,"Image pack, Site links, Image, People also ask",commercial,Organic
gold winged shoes,21,21,320,19,0.00,https://www.wayfair.com/decor-pillows/pdp/wynwood-studio-golden-winged-shoes-picture-frame-graphic-art-xbzc5106.html,0,0,0.00,1,9080000,"[66,66,100,82,82,66,66,82,66,66,82,82]",2023-03-31,"Image pack, Video, Image",commercial,Organic
hexagon light design,51,51,30,26,1.79,https://www.wayfair.com/keyword.php?keyword=hexagon+lights+for+shops,0,0,0.00,1,36300000,"[18,100,100,100,0,0,0,0,0,9,0,0]",2023-04-08,"Image pack, Site links, Video, Image, Indented, Related searches",informational,Organic
coffeebae,24,24,70,36,0.36,https://www.wayfair.com/keyword.php?keyword=coffee+bae,0,0,0.00,1,68,"[81,63,100,100,100,81,45,45,36,0,0,9]",2023-04-14,"Knowledge panel, Indented, Related searches",informational,Organic
black buffalo check curtains,2,2,140,36,0.43,https://www.wayfair.com/keyword.php?keyword=black+buffalo+plaid+curtains,18,0,7.00,1,69,"[28,23,23,23,28,28,35,8,23,18,23,15]",2023-03-31,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
santa hat glitter,43,43,30,20,0.00,https://www.wayfair.com/holiday-decor/pdp/northlight-seasonal-metallic-santa-hat-with-faux-fur-border-nlgt3224.html,0,0,0.00,1,15700000,"[27,18,18,0,18,0,18,18,18,18,100,18]",2023-03-21,"Image pack, Video, Image","informational, transactional",Organic
tabletop for desk,9,11,1300,43,0.71,https://www.wayfair.com/keyword.php?keyword=tabletop+desk,16,0,11.00,1,41100000,"[100,1,24,100,5,3,5,3,3,3,5,18]",2023-04-17,"Site links, Video, Image, AdWords bottom, Shopping ads, Indented, Popular products, Related searches",commercial,Organic
stainless cabinet pulls,6,6,170,34,1.42,https://www.wayfair.com/home-improvement/sb1/stainless-steel-cabinet-drawer-pulls-c434268-a8962~30222.html,5,0,8.00,1,12800000,"[53,53,53,43,53,35,43,43,35,43,53,35]",2023-03-25,"Video, Image, People also ask, FAQ",commercial,Organic
silicone pans,17,17,260,47,0.38,https://www.wayfair.com/kitchen-tabletop/sb2/large-silicone-cake-pans-c417538-a4708~12728-a149815~488897.html,1,0,0.00,1,16700000,"[43,43,43,53,43,53,53,66,66,82,100,82]",2023-04-03,"Video, Image, People also ask, FAQ",commercial,Organic
27 inch wall oven in stock,7,7,110,43,1.72,https://www.wayfair.com/keyword.php?keyword=27+inch+wall+oven,3,0,5.00,1,91,"[100,80,66,52,33,42,42,42,66,42,33,14]",2023-04-09,"Image pack, Video, Image, AdWords top, AdWords bottom, Shopping ads, People also ask, FAQ, Related searches",commercial,Organic
anna maria island map of beaches,58,58,260,15,1.87,https://www.wayfair.com/bed-bath/pdp/highland-dunes-ridlon-anna-maria-island-fl-nautical-map-beach-towel-w001967880.html,0,0,0.00,0.16,23800000,"[81,81,43,100,66,10,66,35,22,18,35,18]",2023-04-08,"Local pack, Image pack, Video, Image, People also ask, FAQ, Indented, Related searches",commercial,Organic
advent calendar fillable,3,3,40,23,0.00,https://www.wayfair.com/keyword.php?keyword=fillable+advent+calendars,3,0,0.00,0,73,"[14,0,0,0,14,14,14,78,78,78,14,14]",2023-03-29,"Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
boho retro decor,5,5,30,22,0.00,https://www.wayfair.com/keyword.php?keyword=vintage+boho+decor,1,0,0.00,0.98,97,"[18,18,18,18,100,100,18,18,18,18,18,18]",2023-03-25,"Image pack, Video, Image, People also ask","commercial, informational",Organic
westbrook bar,2,2,90,33,0.00,https://www.wayfair.com/furniture/pdp/hb-home-westbrook-bar-cabinet-haom1007.html,11,0,0.00,0.08,11600000,"[21,78,78,78,78,50,100,64,78,64,78,78]",2023-03-22,"Knowledge panel, Image pack, Image",informational,Organic
how to prevent mold on outdoor furniture,98,98,30,19,0.00,https://www.wayfair.com/storage-organization/sb1/mildew-resistant-patio-furniture-covers-c417301-a144150~514873.html,0,0,0.00,1,5470000,"[28,14,14,14,14,28,35,14,14,14,14,14]",2023-03-26,"Image pack, Site links, Video, Featured snippet, Image, AdWords bottom, People also ask",informational,Organic
stainless steel water bottle wide mouth,41,41,20,35,1.09,https://www.wayfair.com/kitchen-tabletop/sb2/stainless-steel-wide-mouth-water-bottles-c1873146-a149092~514140-a149093~485030.html,0,0,0.00,1,10700000,"[21,14,0,7,7,14,0,14,0,21,14,7]",2023-04-05,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
kraus kwd100-75mbl,10,10,20,24,1.95,https://www.wayfair.com/home-improvement/pdp/kraus-wasteguard-34-hp-continuous-feed-garbage-disposal-kus10441.html,0,0,0.00,1,51,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-02,"Knowledge panel, Image pack, Video, Image, People also ask",informational,Organic
corner brackets table legs,40,40,30,23,0.00,https://www.wayfair.com/keyword.php?keyword=table+leg+brackets,0,0,0.00,0,75,"[64,0,0,41,23,0,82,0,0,0,0,0]",2023-03-15,"Image pack, Video, Image","informational, transactional",Organic
4x4 bathroom tiles,5,5,70,33,0.55,https://www.wayfair.com/home-improvement/sb1/4-x-4-floor-tiles-wall-tiles-c1824087-a129913~431231.html,3,0,1.00,1,7830000,"[100,100,81,63,63,63,63,63,45,63,36,45]",2023-03-24,"Image pack, Video, Image, AdWords bottom, FAQ",commercial,Organic
camp chef double burner griddle,44,44,30,31,1.14,https://www.wayfair.com/keyword.php?keyword=camp+chef+griddle+grill,0,0,0.00,0.95,77,"[22,22,55,77,77,22,33,22,33,22,22,22]",2023-03-25,"Knowledge panel, Image pack, Image, AdWords bottom, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
latty,36,36,590,29,8.03,https://www.wayfair.com/home-improvement/pdp/symple-stuff-latty-electric-fireplace-insert-with-adjustable-flame-effect-flame-speed-wall-fireplace-heater-with-top-light-thermostat-child-lock-remote-button-control-timer-1500w-w000883705.html,0,0,3.00,0.01,1560000,"[24,36,30,30,36,100,30,45,24,24,30,13]",2023-04-03,"Image pack, Video Carousel",informational,Organic
how to install door stopper hinge,46,46,110,37,0.00,https://www.wayfair.com/home-improvement/sbs/door-stops-c434272-q~hinge%20pin.html,0,0,0.00,0.75,16200000,"[0,0,0,100,82,82,100,100,100,64,64,100]",2023-03-21,"Image pack, Video, Featured snippet, People also ask, FAQ",informational,Organic
white boxer christmas ornament,13,0,30,10,0.00,https://www.wayfair.com/keyword.php?keyword=boxer+dog+ornament,0,0,0.00,1,6050000,"[0,18,0,18,18,18,18,18,100,18,18,18]",2023-04-16,"Image pack, Video, Image, Indented, Popular products, Related searches","informational, transactional",Organic
basic informal table setting,22,22,40,41,0.00,https://www.wayfair.com/sca/ideas-and-advice/entertaining/etiquette-training-proper-place-and-table-setting-diagram-T64,0,0,0.00,1,160000000,"[18,100,18,18,18,18,18,18,100,100,18,18]",2023-04-12,"Image pack, Video, Image, Video Carousel, FAQ, Indented, Related searches",informational,Organic
table set up dinner,72,72,30,49,0.42,https://www.wayfair.com/sca/ideas-and-advice/entertaining/etiquette-training-proper-place-and-table-setting-diagram-T64,0,0,0.00,1,659000000,"[0,0,0,0,0,0,0,0,100,33,9,14]",2023-04-11,"Image pack, Site links, Video, Indented, Related searches",informational,Organic
scatter rugs for living room,3,2,40,27,0.60,https://www.wayfair.com/keyword.php?keyword=machine+washable+scatter+rugs,3,0,1.00,1,97,"[14,14,14,14,14,14,14,78,78,14,14,14]",2023-04-16,"Image pack, Video, Image, FAQ, Indented, Popular products, Related searches","informational, transactional",Organic
antique door handle,14,14,260,40,0.49,https://www.wayfair.com/keyword.php?keyword=antique+door+knobs,1,0,0.00,1,93,"[53,100,66,82,66,82,100,66,66,53,53,100]",2023-03-31,"Image pack, Site links, Video, Image, FAQ",commercial,Organic
spring loaded curtain rod,7,7,720,45,0.46,https://www.wayfair.com/keyword.php?keyword=spring+tension+curtain+rod,21,0,9.00,1,62,"[100,72,88,72,100,88,21,100,32,72,17,26]",2023-04-04,"Video, Image, People also ask, FAQ",commercial,Organic
fill power 650,16,16,50,36,0.70,https://www.wayfair.com/bed-bath/pdp/650-fill-power-white-goose-down-duvet-all-season-w001728338.html,0,0,0.00,1,92,"[23,11,11,5,5,5,5,29,100,82,52,29]",2023-03-29,"Site links, Video, Image, Shopping ads, People also ask",informational,Organic
fill power 650,15,15,50,36,0.70,https://www.wayfair.com/bed-bath/pdp/650-fill-power-white-goose-down-duvet-regular-weight-w002468821.html,0,0,0.00,1,92,"[23,11,11,5,5,5,5,29,100,82,52,29]",2023-03-29,"Site links, Video, Image, Shopping ads, People also ask",informational,Organic
in sink hot water dispenser,9,9,110,44,0.99,https://www.wayfair.com/home-improvement/sb1/hot-water-dispensers-kitchen-faucets-c215764-a5038~490788.html,2,0,2.00,1,13900000,"[34,34,65,42,53,42,42,26,42,26,100,42]",2023-03-24,"Image pack, Site links, Video, Image, AdWords bottom, Shopping ads, People also ask, FAQ",commercial,Organic
personalized wind chimes for grandma,18,18,20,14,0.95,https://www.wayfair.com/keyword.php?keyword=memorial+wind+chimes+personalized,0,0,0.00,1,68,"[3,3,3,3,3,3,3,3,3,3,3,3]",2023-04-06,"Video, Image, Shopping ads, People also ask, FAQ",commercial,Organic
10 ft corrugated metal,40,40,40,8,0.78,https://www.wayfair.com/keyword.php?keyword=corrugated%2Bmetal%2Broofing,0,0,0.00,1,6190000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2023-04-12,"Video, Image, Indented, Related searches",commercial,Organic
winslow ready mix,95,95,30,12,0.00,https://www.wayfair.com/furniture/pdp/joss-main-winslow-29-wide-polyester-swivel-armchair-w004509334.html,0,0,0.00,0,2060000,"[82,11,11,11,11,11,11,11,11,11,11,11]",2023-04-02,"Knowledge panel, Image pack, Video",commercial,Organic
28x22,26,26,170,7,1.22,https://www.wayfair.com/keyword.php?keyword=28x22+inch+bathroom+vanity,0,0,0.00,0.21,647000,"[100,43,53,43,43,43,35,43,43,28,23,35]",2023-03-30,"Instant answer, Image pack, Image",informational,Organic
