Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
nine west las vegas,55,55,20,7,1.83,https://poshmark.com/browse/red-shoes-las-vegas,0,0,0.00,0.81,33900000,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-05,"Image pack, Site links, Video, Image, AdWords top, People also ask",commercial,Organic
puma army,71,71,30,41,0.00,https://poshmark.com/listing/New-Puma-army-green-suede-sneakers-new-35-5ef5f8b0ce1e872b55c63a3d,0,0,0.00,0.91,37800000,"[78,14,14,14,14,14,14,14,14,14,14,14]",2023-03-27,"Image pack, Site links, Video, Image, People also ask",informational,Organic
navajo vest,43,43,40,0,0.00,https://poshmark.com/listing/HP-911-HANDMADE-Award-Winning-Navajo-Vest-57cdae1b680278350e00e252,0,0,0.00,1,3320000,"[9,9,9,9,9,9,9,9,52,52,9,52]",2023-03-27,"Image pack, Video, Image",commercial,Organic
glen dorsey,69,69,90,34,0.00,https://poshmark.com/listing/Kansas-City-Chiefs-72-Glen-Dorsey-RARE-black-alternate-Reebok-jerseySize-XL-63b0656fdff94d11d1594f5a,0,0,0.00,0,3040000,"[52,52,52,33,42,52,52,66,52,52,4,52]",2023-03-15,"Knowledge panel, Site links, Video, People also ask",informational,Organic
band kiss tongue,57,57,720,49,0.00,https://poshmark.com/listing/Kiss-Band-Patch-iron-on-Gene-Simmons-Tongue-DIY-5c0add4cda621290d1ba2dc4,0,0,0.00,0.06,36900000,"[55,45,67,100,76,67,16,0,67,76,76,67]",2023-03-29,"Image pack, Video, Image, Video Carousel, People also ask",informational,Organic
sparkle bootie,8,8,40,21,0.43,https://poshmark.com/browse/glitter-ankle-boots,0,0,0.00,1,2670000,"[3,0,0,0,0,0,0,4,9,26,2,2]",2023-03-27,"Image pack, Video, Image",commercial,Organic
tibetan gift shop,99,99,210,16,1.01,https://poshmark.com/listing/Tibetan-Gift-Corner-Cotton-Button-Front-Top-Sz-S-63eecf00c1c3466dca571057,0,0,0.00,0.66,15200000,"[28,28,43,53,66,66,43,82,53,100,43,17]",2023-03-28,"Local pack, Image pack, Site links, Image, FAQ",commercial,Organic
blue strapless dress,22,22,1300,19,0.88,https://poshmark.com/browse/royal-blue-strapless-dress,1,0,1.00,1,163000000,"[16,100,100,76,76,100,100,100,67,55,100,100]",2023-04-05,"Image pack, Image, AdWords bottom, Shopping ads",commercial,Organic
sky she,4,4,110,14,0.42,https://poshmark.com/brand/She_and_Sky,7,0,3.00,1,800000000,"[0,0,0,0,0,0,0,100,0,0,0,0]",2023-03-16,"Image pack, Site links, Video, Image, AdWords bottom, Video Carousel",informational,Organic
blackcl,92,92,30,7,0.00,https://poshmark.com/listing/Vintage-Hush-Puppies-casuals-shoes-blackCL-taupe-size-8-in-good-condition-63b71195dbb0e7fdb78533a1,0,0,0.00,0,552000,"[71,71,57,28,0,42,42,42,42,42,42,0]",2023-03-16,"Image pack, Image",informational,Organic
activewear ladies,74,74,110,71,1.68,https://poshmark.com/brand/ActiveWear,0,0,0.00,1,25300000,"[82,82,82,64,52,41,64,41,52,52,64,41]",2023-03-14,"Image pack, Site links, Image",commercial,Organic
ti 84 mint,34,34,30,20,0.00,https://poshmark.com/listing/TI84-Plus-CE-Mint-Graphing-Calculator-609fe1d193649f7e7b64052c,0,0,0.00,0.95,78,"[21,14,14,14,14,14,78,14,14,14,14,14]",2023-03-21,"Knowledge panel, Image pack, Video, Image, Shopping ads, People also ask","informational, transactional",Organic
kaleigh jumpsuit,2,2,110,21,1.66,https://poshmark.com/brand/Kaileigh-Women-Pants_&_Jumpsuits-Jumpsuits_&_Rompers,14,0,24.00,1,45,"[22,29,29,54,35,29,22,18,10,6,6,10]",2023-03-21,"Image pack, Site links, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
kaleigh jumpsuit,1,1,110,21,1.66,https://poshmark.com/brand/Kaleigh-Women-Pants_&_Jumpsuits-Jumpsuits_&_Rompers,27,0,45.00,1,45,"[22,29,29,54,35,29,22,18,10,6,6,10]",2023-03-21,"Image pack, Site links, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
host antonym,68,68,90,30,0.00,https://poshmark.com/listing/HOST-PICK-Antonym-Quattro-Noisette-Eye-Shadow-6050da3743895f9597dfee36,0,0,0.00,0,53900000,"[64,82,64,52,41,41,52,52,64,100,41,52]",2023-03-17,"Knowledge panel, Video, People also ask",informational,Organic
cna sticker,41,41,30,14,0.23,https://poshmark.com/listing/CNA-decal-614bfd51ae766ffe4e1aa1de,0,0,0.00,1,64,"[55,77,33,77,100,0,33,0,0,22,33,0]",2023-03-17,"Image pack, Video, Image","informational, transactional",Organic
basket weave tote,4,4,50,12,1.37,https://poshmark.com/browse/michael-kors-basket-weave-bag,3,0,4.00,1,4320000,"[3,2,12,12,12,2,12,2,2,2,2,2]",2023-03-23,"Image pack, Video, Image",informational,Organic
clinique brulee foundation,32,32,40,19,0.00,https://poshmark.com/listing/CLINIQUE-Even-Better-Liquid-Foundation-SPF-15-WN68-Brulee-6154d7c718013612d90ce51d,0,0,0.00,1,75,"[18,18,18,63,81,18,81,18,18,81,18,18]",2023-03-31,"Knowledge panel, Image pack, Video, Image, People also ask","informational, transactional",Organic
red lips sink ships,16,16,170,21,0.00,https://poshmark.com/listing/Brandy-Melville-Red-Lips-Sink-Ships-Baby-Tee-6355c2a58bb2e250232161c0,0,0,0.00,0.08,3950000,"[5,3,3,3,18,18,18,100,66,35,35,23]",2023-03-22,"Image pack, Video, Image, People also ask",informational,Organic
taboo shop,45,45,390,20,0.93,https://poshmark.com/brand/Taboo,0,0,0.00,0.33,49700000,"[35,44,44,44,66,66,54,66,100,81,81,100]",2023-03-26,Local pack,commercial,Organic
jeans and pearls,11,11,50,34,0.00,https://poshmark.com/browse/blue-jeans-and-pearls,0,0,0.00,1,15600000,"[28,28,5,5,5,5,28,28,5,5,28,5]",2023-04-05,"Image pack, Site links, Image, People also ask",informational,Organic
cruddy lynda barry,62,62,90,29,0.19,https://poshmark.com/listing/Cruddy-An-Illustrated-Novel-By-Lynda-Barry-5b4ae6bf619745d1640ac87e,0,0,0.00,0.16,18700,"[64,64,50,50,50,64,78,64,78,64,64,64]",2023-03-28,"Knowledge panel, Video, People also ask","informational, transactional",Organic
fake designer fanny pack,8,8,30,25,0.00,https://poshmark.com/browse/gucci-fanny-pack,0,0,0.00,0,59,"[41,41,52,52,0,0,0,0,0,0,0,0]",2023-03-30,"Image pack, Video, Image",commercial,Organic
shaq rookie of the year card,21,21,110,16,0.00,https://poshmark.com/listing/Shaquille-ONeal-Rookie-of-the-Year-Card-60ff0486941f17dae6267c9a,0,0,0.00,0.93,84,"[52,66,52,52,52,42,52,42,42,52,52,66]",2023-03-14,"Image pack, Site links, Video, Image, People also ask",informational,Organic
super long cardigan,36,36,50,45,0.67,https://poshmark.com/browse/old-navy-long-cardigan,0,0,0.00,1,29600000,"[21,14,14,14,14,14,78,78,78,78,14,14]",2023-03-21,"Image pack, Video, Image, People also ask",informational,Organic
bingo jacket,38,38,50,11,0.00,https://poshmark.com/brand/Bingo,0,0,0.00,1,26900000,"[27,18,18,18,18,18,18,100,100,18,100,100]",2023-03-14,"Image pack, Video, Image","informational, transactional",Organic
brass knuckles belt buckle,69,69,260,14,0.00,https://poshmark.com/listing/Bedazzled-brass-knuckles-belt-buckle-5e6ee33f08d2c27930d0dc26,0,0,0.00,0,91,"[10,13,13,16,16,36,16,16,16,16,16,16]",2023-03-20,"Image pack, Video, Image, People also ask",informational,Organic
fisherman's sweater wool,28,28,20,35,1.33,https://poshmark.com/browse/wool-fishermans-sweater,0,0,0.00,1,5050000,"[0,0,0,0,0,0,0,0,100,4,4,0]",2023-04-02,"Image pack, Site links, Video, Image, Shopping ads, People also ask",commercial,Organic
everblue,72,72,720,48,1.96,https://poshmark.com/brand/EVER%20BLUE,0,0,0.00,0.06,1580000,"[88,72,88,72,88,88,72,72,59,72,72,72]",2023-04-01,"Local pack, Image pack, Site links, Video Carousel",informational,Organic
287 lego set,18,18,30,17,0.00,https://poshmark.com/listing/LEGO-Minecraft-21168-The-Warped-Forest-Building-Set-287-Pcs-New-631933b0bd0629fc6c18c547,0,0,0.00,0,5410000,"[0,0,0,0,0,100,18,18,100,18,18,0]",2023-03-13,"Image pack, Video, Image",informational,Organic
cardigan open front,18,18,260,38,0.68,https://poshmark.com/browse/old-navy-open-front-cardigan,0,0,0.00,1,30800000,"[0,0,0,3,4,72,100,88,72,0,0,0]",2023-03-27,"Image pack, Video, Image, People also ask",commercial,Organic
monster high beetlejuice dolls,35,35,70,31,0.39,https://poshmark.com/listing/Monster-high-beetlejuice-dolls-62291f4b12d880e34ede3bd4,0,0,0.00,1,59,"[3,0,0,2,2,2,4,2,7,2,1,2]",2023-03-21,"Knowledge panel, Image pack, Video, Image, People also ask","informational, transactional",Organic
green bay packers t-shirts,21,21,30,34,0.64,https://poshmark.com/browse/green-bay-packers-t-shirts,0,0,0.00,1,88,"[0,0,0,0,0,0,0,100,52,0,41,29]",2023-03-13,"Image pack, Video, Image, AdWords bottom",commercial,Organic
pink dresses for party,29,29,30,28,0.80,https://poshmark.com/browse/pink-party-dresses,0,0,0.00,1,151000000,"[0,0,1,1,1,1,0,1,8,0,0,6]",2023-03-22,"Image pack, Video, Image, People also ask",commercial,Organic
dalmatian print sweatshirt,7,7,30,15,0.00,https://poshmark.com/listing/Champion-Dalmatian-Print-Cropped-Hoodie-6120220f6914120d8a2756d7,0,0,0.00,1,15800000,"[14,14,14,14,14,14,14,78,14,14,14,14]",2023-03-26,"Image pack, Video, Image",commercial,Organic
barbasol limited edition,16,16,30,15,0.00,https://poshmark.com/listing/Rare-limited-edition-Jurassic-World-Dominion-Barbasol-Shaving-Cream-62b5b9606f6c91a941e4b4f7,0,0,0.00,1,86,"[9,0,100,100,18,18,18,18,18,18,18,18]",2023-04-01,"Image pack, Image, Video Carousel, People also ask",informational,Organic
homedics ap-t10-wt,23,23,30,28,0.48,https://poshmark.com/listing/HoMedics-TotalClean-360-Degree-Hepa-Replacement-Filter-for-HoMedics-APT10--15-63faa47ffed51f6ffdee1a4f,0,0,0.00,1,46,"[40,40,40,40,60,100,40,100,100,60,80,40]",2023-03-31,"Knowledge panel, Image pack, Video, Image, Shopping ads, People also ask","informational, transactional",Organic
johnny cash and elvis picture,54,54,70,15,0.00,https://poshmark.com/listing/Limited-Edition-Johnny-Cash-Elvis-Presley-Autographed-framed-picture-63252a1a3b982ae4c58c968b,0,0,0.00,1,8210000,"[78,14,14,78,78,78,35,21,14,78,50,100]",2023-04-07,"Image pack, Video, Image, People also ask, Indented",informational,Organic
jasmine di milo,5,5,30,10,0.00,https://poshmark.com/brand/jasmine%20Di%20Milo,1,0,0.00,1,78,"[18,18,18,18,18,18,18,18,100,18,18,18]",2023-03-25,"Image pack, Video, Image, FAQ",informational,Organic
making the cut season 1 episode 1 dress,11,11,30,25,0.00,https://poshmark.com/brand/Making%20the%20Cut,0,0,0.00,1,99,"[100,21,21,35,21,21,14,14,14,14,14,14]",2023-03-29,"Image pack, Site links, Video, Image, AdWords bottom, People also ask",informational,Organic
attachable fan,73,73,50,21,0.50,https://poshmark.com/listing/Baby-Portable-attachable-Fan-6260c1e04fd23ad2ca6bd1f0,0,0,0.00,1,1340000,"[27,18,18,100,100,100,100,18,18,18,18,18]",2023-03-14,"Image pack, Video, Image",transactional,Organic
holiday sweaters for dogs,21,21,30,25,0.48,https://poshmark.com/browse/christmas-sweater-dog,0,0,0.00,0.88,13100000,"[9,0,0,0,0,0,0,33,80,33,0,0]",2023-03-25,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
shine bright no matter what led lights,34,34,260,46,0.41,https://poshmark.com/listing/ONE-ROLL-FOR-THESE-BRAND-LED-LIGHTS-ONLY-ONE-ROLL-6165a59a81a36cedeffe8874,0,0,0.00,1,16300000,"[19,19,15,19,23,29,29,23,23,100,66,29]",2023-03-28,"Video, Image, People also ask, FAQ",informational,Organic
westport rn 63264,6,6,20,34,1.21,https://poshmark.com/brand/Westport-Women-Jeans,0,0,0.00,0.7,18,"[40,40,40,40,40,40,40,40,40,40,40,40]",2023-04-05,"AdWords top, AdWords bottom",commercial,Organic
104991 carhartt,34,34,20,0,15.93,https://poshmark.com/listing/NWT-Carhartt-104991-Relaxed-Fit-Fleece-Jacket-Snap-Neck-For-MenSize-Small-629ea308e609ab7ec081269e,0,0,0.00,1,61,"[100,100,66,66,0,66,66,66,66,66,66,66]",2023-03-10,"Image pack, Video, Image, AdWords top, Shopping ads","informational, transactional",Organic
buy sell stuff,92,92,20,81,1.73,https://poshmark.com/,0,0,0.00,0.19,1080000000,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-06,"Site links, Video, People also ask, FAQ",transactional,Organic
david jones paris,5,5,140,26,0.12,https://poshmark.com/browse/david-jones-paris-handbags,6,0,0.00,1,81,"[53,65,53,65,53,53,53,65,53,53,65,53]",2023-03-27,"Image pack, Site links, Video, Image, AdWords bottom, People also ask",commercial,Organic
valentino perfume and lotion set,38,38,30,20,0.00,https://poshmark.com/listing/Valentino-Valentina-perfume-lotion-set-58f1aaab9c6fcf6edd06ca35,0,0,0.00,1,78,"[27,18,18,18,18,18,18,18,18,18,100,18]",2023-03-13,"Image pack, Site links, Video, Image, People also ask","informational, transactional",Organic
sleeper pink dress,11,11,20,6,2.45,https://poshmark.com/brand/SLEEPER-Women-Dresses,0,0,0.00,1,94,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-06,"Image pack, Video, Image",informational,Organic
death valley national park t shirt,58,58,30,1,0.00,https://poshmark.com/listing/Death-Valley-National-Park-Graphic-T-Shirt-6279f3bb5561f71d9ca0b8c1,0,0,0.00,1,92,"[27,18,18,18,18,100,18,18,18,18,18,18]",2023-03-24,"Image pack, Video, Image",commercial,Organic
phillies visor,32,32,170,16,0.36,https://poshmark.com/listing/Philadelphia-Phillies-visor-Nike-strap-back-red-638a88c4bd66cdeaf4217c7e,0,0,0.00,1,65,"[28,35,43,53,43,35,12,100,43,28,12,43]",2023-03-31,"Image pack, Video, Image",commercial,Organic
10k women's gold necklace,31,31,20,32,0.92,https://poshmark.com/brand/10K%20Gold-Women-Jewelry-Necklaces,0,0,0.00,1,96,"[14,9,9,9,9,9,9,9,9,9,9,9]",2023-03-21,"Image pack, Video, Image, Shopping ads, People also ask",informational,Organic
eagle lamp vintage,38,38,70,14,0.00,https://poshmark.com/listing/Vintage-American-Eagle-Lamp-612c85d92f3d196a0a98759f,0,0,0.00,1,26900000,"[26,34,42,26,53,26,34,26,19,34,34,19]",2023-03-24,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
rise and shine bath mat,53,53,90,18,0.45,https://poshmark.com/listing/urban-outfitters-rise-shine-bath-mat-61f84fc43a0db9678a8219a8,0,0,0.00,1,90,"[42,53,42,26,19,53,100,26,15,11,11,15]",2023-03-20,,"informational, transactional",Organic
prrom,25,23,70,17,0.54,https://poshmark.com/listing/HOMECOMING-PRROM-DRESS-62aa177f4eeede3911dc1667,0,0,0.00,0.99,93,"[64,64,41,52,100,41,41,64,64,11,17,5]",2023-04-07,"People also ask, Indented",informational,Organic
instant age rewind perfector 4-in-1 whipped matte makeup,26,26,30,26,0.81,https://poshmark.com/listing/Maybelline-Instant-Age-Rewind-Perfector-4in1-Whipped-Matte-Makeup-05-Deep-63c9ac63c5df6c5a4ec7fcd4,0,0,0.00,1,62,"[45,63,18,27,27,18,18,18,18,18,18,18]",2023-03-12,"Knowledge panel, Image pack, Image, Video Carousel, People also ask","informational, transactional",Organic
catalina island shirt,54,54,30,12,0.00,https://poshmark.com/listing/Catalina-island-shirt-629d745a67ffb1fe336cf2c9,0,0,0.00,1,100,"[14,9,9,9,9,52,9,9,9,9,9,9]",2023-03-14,"Site links, People also ask","informational, transactional",Organic
troav,33,33,50,17,0.00,https://poshmark.com/listing/New-Balance-Fresh-Foam-TROAV-Trail-Running-Shoe-620ee81688cce396fd4bbff8,0,0,0.00,0,73,"[15,12,5,5,4,5,3,3,3,4,2,2]",2023-04-01,Knowledge panel,informational,Organic
gilleys tshirt,25,25,260,16,0.20,https://poshmark.com/listing/Vintage-Gilleys-Tshirt-5bac497af63eea929e5e31f1,0,0,0.00,1,60,"[36,29,100,44,54,44,36,15,23,9,6,15]",2023-04-05,"Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask","commercial, informational",Organic
elf pj set,23,23,30,25,0.00,https://poshmark.com/brand/ELF-Women-Intimates_&_Sleepwear-Pajamas,0,0,0.00,1,59,"[27,18,0,18,0,18,18,18,18,18,100,18]",2023-03-18,"Image pack, Video, Image",commercial,Organic
syracuse alma mater,57,57,40,23,0.00,https://poshmark.com/listing/SyraCuse-Alma-Mater-College-Team-Spirit-SSocks-61b0b3a481a36c528689dd04,0,0,0.00,0.01,1900000,"[14,9,9,52,9,9,9,52,52,9,9,9]",2023-03-22,"Knowledge panel, Site links, Video, People also ask",informational,Organic
brunch color palette,35,35,40,14,0.00,https://poshmark.com/listing/Morphe-15-brunch-eyeshadow-color-palette-with-mirror-6181b336cb692cbb41dcab43,0,0,0.00,0.03,9740000,"[28,64,14,14,14,14,14,14,100,78,14,14]",2023-03-26,"Image pack, Video, Image",informational,Organic
emerald green velvet maxi dress,16,16,50,30,0.00,https://poshmark.com/browse/green-velvet-velvet-dress,0,0,0.00,1,60,"[19,15,7,7,7,11,34,42,42,7,42,7]",2023-03-29,"Image pack, Video, Image",commercial,Organic
zhao avatar,80,80,880,49,0.00,https://poshmark.com/listing/NEW-Funko-Pop-Admiral-Zhao-Avatar-Last-Airbender-Nickelodeon-Pop-IN-STOCK-998-6306b8a904f24d462896defa,0,0,0.00,0,13300000,"[36,54,36,36,41,36,30,30,30,41,30,36]",2023-03-29,"Knowledge panel, Site links, Video, Image, People also ask",informational,Organic
cu4151 nike,22,22,50,23,0.62,https://poshmark.com/listing/Nike-Air-Max-Bolt-Mens-Size-11-Sneakers-Shoes-CU4151-001-Black-Multicolor-613ade17f5c24469d40eded9,0,0,0.00,1,47,"[14,28,64,100,14,14,28,14,14,14,78,78]",2023-03-21,"Knowledge panel, Image pack, Video, Image","informational, transactional",Organic
aqua shorts mens,3,3,90,7,0.86,https://poshmark.com/browse/mens-aqua-shorts,7,0,6.00,0.98,24100000,"[29,29,52,52,100,100,64,41,23,17,17,17]",2023-03-13,"Image pack, Video, Image",transactional,Organic
pink running shoes women's,15,15,20,20,1.34,https://poshmark.com/browse/hot-pink-nike-running-shoes,0,0,0.00,1,96,"[0,0,0,0,28,42,28,14,14,100,100,28]",2023-03-21,"Image pack, Video, Image",commercial,Organic
seagrass chandelier shades,29,29,70,12,0.55,https://poshmark.com/listing/Ballard-Designs-6-woven-seagrass-chandelier-shades-60b81d24bcbb52542b838366,0,0,0.00,1,63,"[78,64,50,64,35,100,78,35,64,28,35,64]",2023-03-23,"Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
short inseam sweatpants men's,30,0,20,36,1.64,https://poshmark.com/browse/short-inseam-athletic-pants,0,0,0.00,0.99,73,"[0,18,18,18,18,18,18,27,45,27,18,9]",2023-04-08,"Image pack, Video, Image, People also ask, Indented, Popular products, Related searches",commercial,Organic
lizard lite,43,43,30,20,0.39,https://poshmark.com/listing/LiNing-Way-of-Wade-WOW-3-Lizard-Lite-11000-Mens-Size-65-DS-with-receipt-61f8ac8409d760605adbacfa,0,0,0.00,1,9450000,"[0,0,0,0,0,3,0,1,1,0,0,0]",2023-04-05,"Knowledge panel, Video, Image, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
wag the dog cat,72,72,30,34,0.00,https://poshmark.com/brand/simply%20wag,0,0,0.00,0,8420000,"[100,14,14,14,0,14,14,14,14,14,14,14]",2023-03-23,"Image pack, Site links, Video Carousel, People also ask","informational, transactional",Organic
wm rogers silverware sectional,14,14,30,13,0.00,https://poshmark.com/brand/Wm.%20A%20Rogers,0,0,0.00,0,44,"[0,0,18,18,18,100,18,18,100,18,0,0]",2023-04-06,"Image pack, Site links, Video, Image, Related searches",commercial,Organic
dallas cowboys vest jacket,19,19,30,13,0.00,https://poshmark.com/listing/Womens-Dallas-Cowboys-Vest-61cdd0b1275e55146f452b23,0,0,0.00,1,43,"[18,18,18,18,18,18,18,18,18,100,18,18]",2023-03-26,"Image pack, Video, Image",informational,Organic
tennessee williams new orleans quote,66,66,90,13,0.00,https://poshmark.com/listing/Citizen-NOLA-Tennessee-Williams-Quote-Tee-5b202d8fc2e9fe00d8f5fad5,0,0,0.00,0,16600000,"[4,3,4,2,3,2,3,2,2,2,3,5]",2023-03-30,"Site links, Video, Featured snippet, Image, People also ask",informational,Organic
replica crocs,26,26,170,22,0.35,https://poshmark.com/listing/Bad-Bunny-Replica-Crocs-602eb59009d7603b0d826000,0,0,0.00,1,70,"[43,65,81,65,15,53,53,53,34,34,43,15]",2023-04-02,"Image pack, Video, Image, People also ask",commercial,Organic
gia borghini short puffy boots,11,11,50,13,1.79,https://poshmark.com/listing/Gia-BorghiniLuna-Short-Puffy-Boots-63cd84a99376e54696d7af1d,0,0,1.00,1,41,"[17,11,11,11,11,11,11,17,64,100,64,64]",2023-03-16,"Knowledge panel, Image pack, Video, Image","informational, transactional",Organic
gia borghini short puffy boots,12,12,50,13,1.79,https://poshmark.com/brand/Gia_Borghini,0,0,1.00,1,41,"[17,11,11,11,11,11,11,17,64,100,64,64]",2023-03-16,"Knowledge panel, Image pack, Video, Image","informational, transactional",Organic
stretchy bell bottoms,12,12,210,33,0.44,https://poshmark.com/browse/stretchy-bell-bottom-jeans,2,0,1.00,1,4170000,"[65,81,53,43,43,43,65,43,53,81,81,65]",2023-03-25,"Image pack, Video, Image, People also ask",commercial,Organic
silver christmas picks,70,70,40,20,0.21,https://poshmark.com/listing/Christmas-Picks-Silver-Glitter-10-total-Used-one-time-637a48f6678c3a88f7087313,0,0,0.00,0.95,45400000,"[27,18,18,18,18,18,18,18,18,100,100,18]",2023-03-20,"Image pack, Video, Image","informational, transactional",Organic
womens rose gold sunglasses,9,9,210,19,0.61,https://poshmark.com/browse/rose-gold-mirror-sunglasses,1,0,1.00,1,29000000,"[43,54,54,100,43,54,35,29,29,35,35,35]",2023-04-06,"Image pack, Image, Indented, Popular products, Related searches",commercial,Organic
gold and navy blue jewelry,57,57,30,33,0.00,https://poshmark.com/browse/navy-blue-pendant-necklace,0,0,0.00,1,45200000,"[2,2,22,22,4,4,4,4,4,4,4,4]",2023-03-13,"Image pack, Image, People also ask","informational, transactional",Organic
box of fire aerosmith,27,27,70,21,0.13,https://poshmark.com/listing/Aerosmith-Box-of-Fire-12-CD-set-Very-rare-and-hard-to-find-6283b9ec8da5c97d002c3b9c,0,0,0.00,1,89,"[82,29,23,11,17,23,64,52,52,17,23,23]",2023-03-23,"Knowledge panel, Site links, Image, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
below the belly maternity jeans,8,0,20,32,1.06,https://poshmark.com/browse/underbelly-maternity-jeans,0,0,0.00,1,2590000,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-07,"Image pack, Video, Image, People also ask, FAQ, Indented, Popular products, Related searches",informational,Organic
hello kitty robe plus size,3,3,30,18,0.00,https://poshmark.com/brand/Hello_Kitty-Women-Intimates_&_Sleepwear-Robes,2,0,0.00,1,54,"[27,18,18,18,18,18,18,18,18,18,100,18]",2023-03-13,"Image pack, Image",commercial,Organic
hawaiian sun hats,30,30,50,13,0.74,https://poshmark.com/listing/Hawaiian-Sun-Hat-6410a2d98bb2e250ea1dda11,0,0,0.00,1,11400000,"[63,63,81,63,63,45,27,27,0,18,36,18]",2023-04-03,"Image pack, Image, People also ask",commercial,Organic
vintage cartier eyeglasses,10,10,30,29,0.56,https://poshmark.com/browse/mens-vintage-cartier-sunglasses,0,0,0.00,1,81,"[18,3,3,3,3,3,3,3,3,3,3,3]",2023-04-06,"Image pack, Video, Image, People also ask, Indented, Related searches",commercial,Organic
updo hair clips,39,39,320,45,0.39,https://poshmark.com/listing/Updo-Hair-Clips-Set-of-2-Silver-Tone-Red-Butterflies-3-63b59f804bf9ff14bd3908ac,0,0,0.00,1,4730000,"[29,29,36,36,44,0,2,81,66,66,66,66]",2023-03-22,"Image pack, Video, Image, People also ask",commercial,Organic
trapper keeper horse,9,9,50,9,0.00,https://poshmark.com/listing/Vintage-Mead-Trapper-Keeper-Horse-On-Beach-Flowers-3-Ring-Binder-Sea-Shells-626166a4a4de41661d663f92,1,0,0.00,1,85,"[0,0,14,0,28,100,100,50,14,28,28,50]",2023-03-22,"Image pack, Site links, Video, Image",informational,Organic
vintage aluminum measuring spoons,16,16,50,22,0.00,https://poshmark.com/listing/Vintage-Aluminum-Measuring-Spoons-Set-Of-4-Silver-6283b1095a70bd7205b9ffd1,0,0,0.00,1,77,"[14,14,14,14,14,78,14,14,14,14,100,78]",2023-04-02,"Image pack, Reviews, Video, Image, People also ask",commercial,Organic
vintage aluminum measuring spoons,15,15,50,22,0.00,https://poshmark.com/listing/Vintage-Aluminum-Measuring-Spoons-61fb362e3a0db9eaa98b46eb,0,0,0.00,1,77,"[14,14,14,14,14,78,14,14,14,14,100,78]",2023-04-02,"Image pack, Reviews, Video, Image, People also ask",commercial,Organic
men moto jeans,22,22,20,25,0.86,https://poshmark.com/browse/mens-moto-jeans,0,0,0.00,1,22100000,"[35,14,14,0,28,0,7,0,14,7,14,7]",2023-04-06,"Image pack, Video, Image, People also ask, Indented, Popular products, Related searches",commercial,Organic
men moto jeans,21,21,20,25,0.86,https://poshmark.com/browse/mens-moto-style-jeans,0,0,0.00,1,22100000,"[35,14,14,0,28,0,7,0,14,7,14,7]",2023-04-06,"Image pack, Video, Image, People also ask, Indented, Popular products, Related searches",commercial,Organic
lunchbox pins,38,38,30,10,0.15,https://poshmark.com/listing/DISNEY-D23-GOLD-WALT-DISNEY-WORLD-50TH-ANNIVERSARY-LUNCHBOX-PINS-45-RPM-63e6bb0a72f45f1dc57859d2,0,0,0.00,1,27900000,"[27,18,18,36,27,36,36,18,18,18,18,18]",2023-03-14,"Image pack, Site links, Reviews, Video, Image, People also ask",commercial,Organic
lobster au gratin,94,94,90,17,0.00,https://poshmark.com/listing/VTG-Hall-China-Lobster-Casserole-Au-Gratin-Dish-6022ab578e7c6488a8c2e9fa,0,0,0.00,0,1850000,"[19,26,19,19,34,26,34,26,34,65,34,34]",2023-03-30,"Reviews, Video, People also ask",informational,Organic
sammy buttons,58,58,40,29,0.00,https://poshmark.com/listing/NEW-FREE-PEOPLE-SAMMY-BUTTON-DOWN-MAXI-SKIRT-5e7fa04aff83043cade8c21d,0,0,0.00,0.11,4920000,"[100,23,19,9,9,9,9,9,9,9,9,9]",2023-03-21,"Image pack, Video, Image",informational,Organic
anko.,45,45,70,53,1.70,https://poshmark.com/brand/Anko,0,0,0.00,0,30700000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2023-03-16,"Knowledge panel, Site links, Reviews, Image, Video Carousel, People also ask",informational,Organic
tori jackson hope richmond va,77,77,30,10,0.00,https://poshmark.com/brands,0,0,0.00,0.02,2520000,"[27,100,18,18,18,18,18,18,18,18,18,18]",2023-03-10,"Image pack, Image, Video Carousel, People also ask",informational,Organic
hannah signature,97,97,110,0,0.00,https://poshmark.com/listing/HANNAH-SIGNATURE-SKINNY-RESPECTABLE-62152068800f64b6f8ed6de9,0,0,0.00,0.03,21200000,"[42,66,52,52,80,52,52,66,52,66,52,52]",2023-03-13,"Image pack, Video, Image",informational,Organic
