Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
commercial refrigerator freezer combos,82,86,30,19,2.40,https://www.kitchenaid.com/major-appliances/refrigeration.html,0,0,0.00,1,7090000,"[0,0,0,4,4,4,4,4,6,0,18,18]",2023-04-07,"Video, Image, AdWords top, AdWords bottom, Shopping ads, FAQ, Indented, Related searches",commercial,Organic
ice stand,35,35,720,15,0.00,https://www.kitchenaid.com/countertop-appliances/stand-mixers/attachments/p.shave-ice-attachment.ksmsia.html,0,0,0.00,0.11,802000000,"[100,100,100,81,8,4,24,24,30,55,36,20]",2023-04-05,"Image pack, Site links, Image, Shopping ads, Video Carousel, People also ask",informational,Organic
whirlpool double oven model number location,44,44,30,35,0.82,https://www.kitchenaid.com/resources/locate-model-number.html,0,0,0.00,0.94,72,"[42,28,28,28,28,28,28,28,28,57,71,42]",2023-03-13,"Image pack, Featured snippet, Image, Video Carousel, People also ask",informational,Organic
blender built in countertop,41,41,70,26,0.00,https://www.kitchenaid.com/countertop-appliances/blenders/blender-products.html,0,0,0.00,1,2240000,"[82,64,64,52,0,0,0,52,64,52,52,64]",2023-03-29,"Image pack, Site links, Image, Video Carousel",informational,Organic
whirlpool burner caps,60,60,30,17,0.38,https://www.kitchenaid.com/replacement-parts.html,0,0,0.00,1,65,"[50,50,100,100,75,75,75,75,75,75,75,100]",2023-03-24,"Image pack, Video, Image, AdWords bottom, People also ask",transactional,Organic
french door refrigerator near me,26,26,110,64,1.46,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/french-door-refrigerators.html,0,0,0.00,1,72,"[43,43,34,28,43,34,43,34,28,28,28,43]",2023-03-25,"Local pack, Site links, Video, People also ask, FAQ",transactional,Organic
cheap dryer parts,89,89,30,45,0.49,https://www.kitchenaid.com/replacement-parts.html,0,0,0.00,1,39900000,"[42,28,28,28,28,28,42,57,57,28,28,28]",2023-03-24,"Site links, Video, Image, People also ask, FAQ",commercial,Organic
rice pudding uncooked rice,39,39,30,53,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-make-rice-pudding.html,0,0,0.00,0.06,1610000,"[100,75,50,75,100,50,50,50,50,75,50,50]",2023-03-09,"Reviews, Video, People also ask",informational,Organic
dishwasher leaking out the front,17,17,40,11,9.93,https://www.kitchenaid.com/pinch-of-help/major-appliances/dishwasher-leaks.html,0,0,1.00,0.03,3010000,"[23,23,19,14,9,19,23,19,19,19,19,23]",2023-03-16,"Image pack, Image, AdWords bottom, Video Carousel, People also ask, FAQ",informational,Organic
27 inch wall oven in stock,29,29,140,39,1.95,https://www.kitchenaid.com/major-appliances/wall-ovens/combination-wall-ovens/p.27-combination-wall-oven-with-even-heat-true-convection-lower-oven.koce507ess.html,0,0,0.00,1,18600000,"[100,100,80,66,52,33,42,42,42,66,42,33]",2023-03-13,"Image pack, Video, Image, FAQ",commercial,Organic
kitchenaid dryer belt,37,37,40,18,0.58,https://www.kitchenaid.com/replacement-parts.html,0,0,0.00,1,53,"[41,29,29,29,29,29,11,29,11,11,29,17]",2023-03-12,"Image pack, Video, Image, People also ask",informational,Organic
chicken wing brine for air fryer,74,74,70,29,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-air-fry-chicken.html,0,0,0.00,0.01,980000,"[52,52,42,23,23,14,23,42,33,23,23,19]",2023-03-26,"Image pack, Site links, Reviews, Video, People also ask",informational,Organic
microwave oven sales,30,30,210,60,0.59,https://www.kitchenaid.com/sale/major-appliances/microwaves.html,0,0,0.00,1,77900000,"[48,39,26,59,21,26,1,4,3,7,17,4]",2023-03-20,"Site links, Video, Image, People also ask, FAQ",transactional,Organic
ice machine preventive maintenance checklist,47,47,20,14,2.24,https://producthelp.kitchenaid.com/Refrigeration/Ice_Makers/Product_Info/Cleaning_and_Care/Preventative_Maintenance_-_Freestanding_Ice_Maker,0,0,0.00,0.32,2200000,"[9,9,9,9,9,9,9,9,9,9,9,9]",2023-04-05,"Image pack, Video, Featured snippet, People also ask",informational,Organic
refrigerators panel ready,38,38,20,38,1.02,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/french-door-refrigerators/p.24.2-cu.-ft.-42-width-built-in-panel-ready-french-door-refrigerator-with-platinum-interior-design.kbfn502epa.html,0,0,0.00,1,43900000,"[9,6,6,9,2,0,0,1,0,0,1,0]",2023-03-27,"Site links, Video, Image, People also ask, FAQ",commercial,Organic
single at 30,36,36,320,41,2.16,https://www.kitchenaid.com/major-appliances/wall-ovens/single-wall-ovens/p.30-single-wall-oven-with-even-heat-true-convection.kose500ess.html,0,0,0.00,0.03,6590000000,"[44,54,66,66,54,54,54,66,54,66,66,66]",2023-03-23,"Site links, Video, People also ask",informational,Organic
how to clean filters,88,88,70,68,0.00,https://producthelp.kitchenaid.com/Dishwashers/Dishwashers/Product_Info/Dishwasher_Cleaning_and_Care/How_to_Clean_the_Dishwasher_Filters,0,0,0.00,0.02,454000000,"[64,64,35,50,35,64,28,28,21,35,21,50]",2023-03-24,"Video, Featured snippet, Video Carousel, People also ask",informational,Organic
kitchenaid kscs25fvms03 water filter,22,0,20,1,1.34,https://producthelp.kitchenaid.com/Refrigeration/Water_Filter_Information/Videos/VIDEO%3A_How_to_Change_Water_Filter_%233,0,0,0.00,1,53,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-07,"Image pack, Site links, Video, Image, AdWords bottom, FAQ, Indented, Related searches",commercial,Organic
kitchenaid kscs25fvms03 water filter,13,0,20,1,1.34,https://producthelp.kitchenaid.com/Refrigeration/Water_Filter_Information/Videos/VIDEO%3A_How_to_Change_Water_Filter_%232,0,0,0.00,1,53,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-07,"Image pack, Site links, Video, Image, AdWords bottom, FAQ, Indented, Related searches",commercial,Organic
kitchenaid kscs25fvms03 water filter,8,0,20,1,1.34,https://producthelp.kitchenaid.com/Refrigeration/Water_Filter_Information/Videos/VIDEO%3A_How_to_Change_Water_Filter_%235,0,0,0.00,1,53,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-07,"Image pack, Site links, Video, Image, AdWords bottom, FAQ, Indented, Related searches",commercial,Organic
kitchenaid kscs25fvms03 water filter,2,0,20,1,1.34,https://www.kitchenaid.com/major-appliances/water-filters.html,2,0,3.00,1,53,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-07,"Image pack, Site links, Video, Image, AdWords bottom, FAQ, Indented, Related searches",commercial,Organic
wet puck espresso,53,53,210,25,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-use-an-espresso-machine.html,0,0,0.00,0.02,996000,"[18,6,5,5,66,5,35,35,44,28,100,54]",2023-04-02,"Site links, Video, Featured snippet, Image, People also ask",informational,Organic
cream cheese frosting color,84,84,90,20,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-cream-cheese-frosting.html,0,0,0.00,0.06,9750000,"[64,78,64,64,64,35,50,78,50,50,50,78]",2023-04-05,"Image pack, Site links, Reviews, Video Carousel, People also ask",informational,Organic
oat milk ice cream recipe nut free,63,63,30,31,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-vegan-ice-cream.html,0,0,0.00,0.03,3630000,"[80,60,40,40,40,60,100,40,40,60,40,60]",2023-03-23,"Site links, Reviews, Video Carousel",informational,Organic
cold or hot water to dishwasher,50,50,30,19,0.00,https://producthelp.kitchenaid.com/Dishwashers/Dishwashers/Product_Info/Dishwasher_Tips_and_Tricks/Getting_the_Best_Results_when_Using_a_Dishwasher,0,0,0.00,0.02,26900000,"[60,40,40,40,40,40,40,40,60,60,80,100]",2023-03-14,"Image pack, Site links, Video Carousel, FAQ",informational,Organic
descaler for coffee,9,9,320,50,0.47,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-clean-and-descale-a-coffee-maker.html,7,0,3.00,1,5120000,"[81,100,5,5,5,81,6,81,81,100,44,44]",2023-04-01,"Image pack, Image, Video Carousel, People also ask, FAQ",commercial,Organic
kitchenaid 24 double oven,2,2,20,11,2.62,https://www.kitchenaid.com/owners-center-pdp.KODC304ESS.html,2,0,6.00,1,5190000,"[7,7,7,7,7,7,7,7,7,7,7,7]",2023-04-05,"Knowledge panel, Image, AdWords bottom, Shopping ads, Video Carousel, FAQ","informational, transactional",Organic
fresh lasagna noodles where to buy,38,38,30,17,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-store-fresh-pasta.html,0,0,0.00,1,13200000,"[9,9,9,9,9,9,9,19,14,52,9,23]",2023-03-26,"Local pack, Image pack, Reviews, Video, Image, People also ask",transactional,Organic
24 inch wide dishwasher,36,36,110,25,0.73,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,0,0,0.00,1,68,"[82,64,64,64,64,64,41,41,82,52,52,52]",2023-04-04,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
daily sweeps,77,77,30,60,1.35,https://www.kitchenaid.com/promotions/ratings-and-reviews-sweepstakes.html,0,0,0.00,0.08,14900000,"[18,18,18,18,18,18,18,18,18,18,18,100]",2023-04-06,"People also ask, Indented, Related searches",commercial,Organic
just whites,89,89,90,16,0.30,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-separate-egg-whites.html,0,0,0.00,0.84,205000000,"[52,41,52,41,41,64,29,52,52,64,29,64]",2023-03-29,"Image pack, Reviews, Video, Image, People also ask",informational,Organic
how long do you reheat chicken in an air fryer,84,84,30,35,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-air-fry-chicken.html,0,0,0.00,0,3390000,"[60,80,40,40,40,100,40,40,40,40,40,40]",2023-03-17,"Site links, Reviews, Featured snippet, Video Carousel, People also ask",informational,Organic
yummy pumpkin recipes,85,0,40,66,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/pumpkin-recipes-ideas.html,0,0,0.00,0.07,15100000,"[14,14,14,14,14,14,28,78,78,14,14,14]",2023-04-07,"Site links, Reviews, Video Carousel, People also ask, Recipes, Indented, Related searches",informational,Organic
mexican vanilla raspado syrup,20,20,70,23,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-raspados.html,0,0,0.00,0.64,97,"[52,52,80,42,42,42,14,9,14,9,9,9]",2023-03-28,"Image pack, Reviews, Video, Image, People also ask","informational, transactional",Organic
refrigerator organization ideas,43,43,1600,48,0.20,https://www.kitchenaid.com/pinch-of-help/major-appliances/french-door-refrigerator-organization.html,0,0,0.00,1,18700000,"[52,52,52,52,80,66,44,36,27,24,52,36]",2023-04-05,"Image pack, Video, Image, People also ask",informational,Organic
cleaning dishwasher basket,14,14,40,60,0.00,https://producthelp.kitchenaid.com/Dishwashers/Dishwashers_After_2020/Wash_Performance/Interior_Components_Dirty/Rack%2F%2FRails_or_Spray_Arm/Rack%2F%2FRails_or_Spray_Arm_is_Dirty_-_Dishwasher,0,0,0.00,0.84,25400000,"[78,50,28,0,50,28,64,14,14,14,14,14]",2023-03-25,"Image pack, Site links, Featured snippet, Image, Video Carousel, People also ask, FAQ",informational,Organic
cut up cabbage,75,75,110,41,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-shred-cabbage-in-food-processor.html,0,0,0.00,0.2,58900000,"[52,100,52,64,52,52,64,82,64,64,52,64]",2023-03-13,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, People also ask, FAQ",informational,Organic
microwave oven on sale,25,25,880,56,0.61,https://www.kitchenaid.com/sale/major-appliances/microwaves.html,1,0,0.00,1,216000000,"[68,25,37,31,31,37,37,37,46,52,31,68]",2023-03-27,"Site links, Video, Image, People also ask, FAQ",transactional,Organic
wall range hood,21,21,260,52,1.17,https://www.kitchenaid.com/major-appliances/hoods-and-vents/wall-mount.html,0,0,0.00,1,72200000,"[54,54,66,43,43,43,54,54,66,54,54,43]",2023-04-02,"Video, Image, People also ask, FAQ",commercial,Organic
washing machine repair ann arbor,44,44,30,26,6.98,https://www.kitchenaid.com/repair-or-replace/service.html,0,0,0.00,0.37,84,"[11,11,11,11,11,11,29,29,11,11,11,11]",2023-03-25,"Local pack, Image pack, AdWords bottom, People also ask",commercial,Organic
make pastry,44,44,40,67,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/food-processor-pie-crust.html,0,0,0.00,0.15,582000000,"[81,36,36,27,36,27,27,45,27,36,36,27]",2023-03-27,"Site links, Reviews, Video Carousel, People also ask",informational,Organic
retainer clips,69,69,880,39,0.95,"https://www.kitchenaid.com/countertop-appliances/stand-mixers/parts/p.retainer-bowl-clip-fits-models-k4ss,-ksm450,-ksm455,-ksm500.3182857g.html",0,0,0.00,1,10500000,"[24,44,30,30,30,30,34,30,24,24,24,16]",2023-03-27,"Image pack, Video, Image, People also ask",commercial,Organic
fan insert for range hood,28,28,20,32,1.07,https://www.kitchenaid.com/major-appliances/hoods-and-vents/custom-hood-liners.html,0,0,0.00,1,10500000,"[22,22,22,22,22,22,22,22,22,22,22,22]",2023-04-06,"Image pack, Site links, Video, Image, People also ask, FAQ, Indented, Related searches",commercial,Organic
dishwasher overflow valve,50,50,390,23,1.72,https://www.kitchenaid.com/pinch-of-help/major-appliances/dishwasher-leaks.html,0,0,0.00,0.99,1380000,"[66,66,66,81,81,81,81,81,81,100,100,100]",2023-04-05,"Image, Video Carousel, People also ask, FAQ",informational,Organic
spices for brown rice,33,33,40,43,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-season-rice.html,0,0,0.00,0.07,121000000,"[100,14,71,57,57,57,42,71,42,42,100,57]",2023-04-05,"Image pack, Site links, Reviews, Video",informational,Organic
dishwasher turns off mid cycle,79,79,30,19,0.00,https://producthelp.kitchenaid.com/Dishwashers/Dishwashers/Error_Code_or_Flashing_Lights/Lights_Flashing_or_Blinking/Start%2F%2FResume-_Dishwasher,0,0,0.00,0,96,"[42,28,42,57,42,42,42,28,42,57,57,71]",2023-03-18,"Site links, Featured snippet, Video Carousel, People also ask",informational,Organic
1930s popular food,35,35,50,38,0.00,https://stories.kitchenaid.com/article/the-great-depression-changed-how-we-eat,0,0,0.00,0,33600000,"[64,64,64,11,29,41,29,0,11,41,11,11]",2023-04-03,"Site links, Reviews, Video, Featured snippet, Image, People also ask",informational,Organic
wall mount coffee maker,30,30,170,38,0.34,https://www.kitchenaid.com/countertop-appliances/coffee-products.html,0,0,0.00,1,26100000,"[80,65,65,53,53,42,53,65,65,65,65,53]",2023-03-31,"Image pack, Site links, Video, Image, FAQ",commercial,Organic
best induction hot plate,50,50,260,52,0.53,https://www.kitchenaid.com/pinch-of-help/major-appliances/what-is-an-induction-cooktop.html,0,0,0.00,1,23700000,"[28,28,28,28,28,23,28,28,35,35,100,66]",2023-03-27,"Image pack, Site links, Image, AdWords bottom, Video Carousel, FAQ",commercial,Organic
how to cook on induction stove,40,40,20,47,1.04,https://www.kitchenaid.com/pinch-of-help/major-appliances/what-is-an-induction-cooktop.html,0,0,0.00,0.59,11400000,"[33,33,22,22,22,22,22,22,22,22,22,22]",2023-03-07,"Video, Featured snippet, People also ask, FAQ",informational,Organic
best kitchen range 2022,42,42,70,76,1.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/kitchen-appliance-trends.html,0,0,0.00,1,429000000,"[11,11,11,17,64,17,64,64,64,64,100,11]",2023-03-25,"Site links, Video, Image, People also ask",commercial,Organic
military black friday,25,25,40,31,0.00,https://www.kitchenaid.com/professional-discounts/military-veteran-discounts.html,0,0,0.00,0.12,283000000,"[14,9,9,9,9,9,9,9,9,100,4,9]",2023-03-21,"Image pack, Site links, Video, Image, People also ask","informational, navigational",Organic
kitchenaid refrigerator deli drawer replacement,11,11,20,8,0.98,https://www.kitchenaid.com/major-appliances/refrigeration/accessories.html,0,0,0.00,1,60,"[14,9,9,9,9,9,9,9,9,9,9,9]",2023-03-21,"Image pack, Video, Image, Shopping ads, People also ask",commercial,Organic
cream cheese fristing recipe,86,86,50,65,0.06,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-cream-cheese-frosting.html,0,0,0.00,0.02,26800000,"[55,44,77,44,55,44,44,77,100,100,77,55]",2023-03-14,"Site links, Reviews, Video, People also ask",informational,Organic
first watch dishwasher,23,23,30,13,0.00,https://www.kitchenaid.com/major-appliances/dishwashers.html,0,0,0.00,0.01,50,"[9,9,9,9,9,9,19,14,9,14,33,9]",2023-03-31,"Image pack, Video, Jobs search",commercial,Organic
cleaners for dishwashers,28,0,20,56,1.17,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-clean-a-dishwasher.html,0,0,0.00,1,90700000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2023-04-07,"Knowledge panel, Image pack, Site links, Video, Image, Video Carousel, People also ask, FAQ, Indented, Related searches",commercial,Organic
flavouring brown rice,40,40,390,55,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-season-rice.html,0,0,0.00,0.51,2580000,"[44,54,44,54,54,54,44,54,36,44,66,54]",2023-03-27,"Site links, Reviews, Video Carousel, People also ask",informational,Organic
fridge drawers humidity,10,10,110,43,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-use-a-refrigerator-crisper-drawer.html,2,0,0.00,0.2,2040000,"[42,23,42,33,42,66,66,52,52,42,52,52]",2023-03-28,"Image pack, Video, Image, People also ask, FAQ","commercial, informational",Organic
multifunctional food processor,21,21,90,31,0.30,https://www.kitchenaid.com/countertop-appliances/food-processors.html,0,0,0.00,1,3770000,"[41,11,52,41,23,82,64,64,82,100,52,17]",2023-04-04,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
how long to bake potatos,57,46,390,71,0.02,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-make-baked-potato-in-toaster-oven.html,0,0,0.00,0,193000000,"[54,66,66,66,66,66,66,81,81,100,81,81]",2023-04-07,"Site links, Reviews, Video, People also ask, Recipes, Indented, Related searches",informational,Organic
how to move a refrigerator without scratching the floor,68,68,40,24,1.11,https://producthelp.kitchenaid.com/Refrigeration/Full-Size_Refrigerators/French_Door_Bottom_Freezer_Refrigerator/Other_Concerns/Proper_Moving_Care_-_Refrigerator,0,0,0.00,0.96,1680000,"[14,35,35,14,50,14,35,35,28,21,28,35]",2023-03-27,"Site links, Video, Featured snippet, Image, Video Carousel, People also ask",informational,Organic
dyer cabinets,84,84,20,22,2.05,https://www.kitchenaid.com/,0,0,0.00,0.61,5710000,"[9,9,9,9,9,9,9,9,9,9,9,9]",2023-04-05,"Local pack, Image",informational,Organic
how to cook filet mignon in oven without searing,76,39,210,37,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-sear-and-cook-steak-on-stove.html,0,0,0.00,0,231000,"[5,23,23,18,18,18,35,28,35,100,54,54]",2023-04-07,"Site links, Reviews, Video, Featured snippet, People also ask, Recipes, Indented, Related searches",informational,Organic
12 foot hood,20,20,20,6,1.92,"https://www.kitchenaid.com/major-appliances/hoods-and-vents/accessories/installation-kits/p.wall-hood-chimney-extension-kit,-9ft-12-ft.-stainless-steel.extkit20es.html",0,0,0.00,1,180000000,"[11,11,11,11,11,11,11,11,11,11,11,11]",2023-04-06,"Knowledge panel, Video, Image, FAQ","informational, transactional",Organic
types of stove hoods,1,1,30,36,0.61,https://www.kitchenaid.com/pinch-of-help/major-appliances/types-of-range-hoods.html,7,0,4.00,1,8710000,"[27,27,27,18,18,18,18,18,27,27,18,27]",2023-03-24,"Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
multi cutter vegetable,67,67,30,22,0.34,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,0,0,0.00,1,85,"[27,18,18,18,18,18,100,0,18,18,18,18]",2023-03-24,"Image pack, Reviews, Video, Image, People also ask","informational, transactional",Organic
kitchenaid microwave kcms2055sss,2,2,20,12,1.26,https://www.kitchenaid.com/major-appliances/microwaves/countertop/p.2.0-cu.-ft.-capacity-1200-watts-27-or-30-inch-trim-kit-available-architect-series-ii.kcms2055sss.html,2,0,3.00,1,59,"[100,66,66,66,66,66,66,66,66,66,66,66]",2023-03-20,"Knowledge panel, Image pack, Video, Image, AdWords bottom","informational, transactional",Organic
kitchen aid oven racks,3,3,30,9,0.57,https://www.kitchenaid.com/major-appliances/ranges/accessories/cooks-tools/p.oven-rack.w10282972a.html,2,0,1.00,1,85,"[71,42,42,14,14,42,71,28,28,42,42,42]",2023-03-14,"Reviews, Video, Image, Shopping ads, People also ask",commercial,Organic
kitchenaid 1.9-cu ft over-the-range convection microwave,3,3,20,35,1.48,https://www.kitchenaid.com/major-appliances/microwaves/over-the-range/p.kitchenaid-over-the-range-convection-microwave-with-air-fry-mode.kmhc319lss.html,1,0,2.00,1,45,"[15,7,7,7,7,7,7,7,7,7,7,7]",2023-04-02,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask",informational,Organic
kitchen island exhaust fan,59,59,110,43,1.08,https://www.kitchenaid.com/major-appliances/hoods-and-vents.html,0,0,0.00,1,21600000,"[64,82,52,64,41,64,64,52,64,64,64,82]",2023-03-15,"Image pack, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
what is a bread box,49,49,140,46,0.32,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-keep-bread-fresh.html,0,0,0.00,0.63,439000000,"[66,66,52,52,52,66,66,66,52,66,66,66]",2023-03-15,"Knowledge panel, Site links, Video, Image, People also ask, FAQ",informational,Organic
ravioli homemade pasta,20,20,170,50,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-ravioli.html,0,0,0.00,0.12,15400000,"[43,43,34,43,43,43,34,53,43,81,53,81]",2023-04-02,"Image pack, Site links, Reviews, Video, Video Carousel, People also ask",informational,Organic
kitchen vent filter,18,18,110,52,0.54,https://www.kitchenaid.com/major-appliances/hoods-and-vents/accessories/vent-filters.html,0,0,0.00,1,21700000,"[64,82,64,52,64,82,64,64,64,64,52,52]",2023-03-16,"Image pack, Site links, Video, Image, People also ask, FAQ",commercial,Organic
ice maker removal,75,75,30,50,1.10,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-clean-refrigerator-ice-maker.html,0,0,0.00,0.83,0,"[7,7,14,7,7,28,100,21,21,14,21,28]",2023-03-18,"Carousel, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
grind coffee,12,12,1600,45,0.42,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-grind-coffee-beans.html,20,0,8.00,1,106000000,"[8,12,12,16,12,10,35,23,44,23,23,23]",2023-04-01,"Local pack, Image pack, Site links, Image, Video Carousel, People also ask",commercial,Organic
cooking thick steak on stove,26,26,70,64,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-sear-and-cook-steak-on-stove.html,0,0,0.00,0,6260000,"[8,8,3,3,1,8,5,6,5,6,5,5]",2023-03-18,"Site links, Reviews, Video, Video Carousel, People also ask",informational,Organic
stove ranges,24,24,590,80,0.87,https://www.kitchenaid.com/major-appliances/ranges/see-all.html,0,0,0.00,1,8140000000,"[5,16,22,54,16,0,4,4,13,3,3,10]",2023-03-27,"Site links, Video, Image, People also ask",commercial,Organic
how long is fresh parsley good for,85,85,40,29,0.00,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-store-fresh-herbs.html,0,0,0.00,0,59600000,"[27,18,18,18,18,18,18,18,18,100,100,18]",2023-03-17,"Reviews, Featured snippet, Video Carousel, People also ask, FAQ",informational,Organic
replacement crock pot insert 6 quart,19,19,30,28,0.23,https://www.kitchenaid.com/countertop-appliances/slowcookers-and-multicookers/parts/p.ceramic-pot-for-slow-cooker-fits-model-ksc6222-and-ksc6223.w10443093g.html,0,0,0.00,0.99,56,"[9,9,9,9,9,9,19,9,52,9,9,9]",2023-03-29,"Image pack, Reviews, Video, Image, AdWords bottom, People also ask",commercial,Organic
over the range microwave ovens on sale near me,38,38,20,51,1.06,https://www.kitchenaid.com/major-appliances/microwaves/over-the-range.html,0,0,0.00,1,83,"[100,66,66,66,66,66,66,66,66,66,66,66]",2023-03-21,"Local pack, Site links, Video, Shopping ads, People also ask, FAQ",transactional,Organic
cozy's shaved ice,20,0,90,22,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/shaved-ice-vs-snow-cone.html,0,0,0.00,0,50,"[64,64,100,100,82,41,41,29,17,17,17,11]",2023-04-08,"Knowledge panel, Image pack, Video, Image, FAQ, Related searches",informational,Organic
kitchenaid cooktop protector,5,5,20,12,1.35,https://www.kitchenaid.com/major-appliances/cooktops/accessories.html,0,0,1.00,1,55,"[22,22,22,22,22,22,22,22,22,22,22,22]",2023-04-05,"Image pack, Video, Image, AdWords bottom, People also ask",commercial,Organic
kitchenaid extruded pasta recipe,3,3,40,17,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-homemade-pasta.html,3,0,0.00,0.22,73,"[27,18,18,18,18,18,18,18,18,18,100,100]",2023-03-19,"Image pack, Reviews, Video Carousel, People also ask",informational,Organic
kitchenaid extruded pasta recipe,2,2,40,17,0.00,https://www.kitchenaid.com/content/dam/business-unit/kitchenaid/en-us/digital-assets/quickstart/ksmpexta/KSMPEXTA_Recipes.pdf,5,0,0.00,0.22,73,"[27,18,18,18,18,18,18,18,18,18,100,100]",2023-03-19,"Image pack, Reviews, Video Carousel, People also ask",informational,Organic
is convection oven an air fryer,22,22,30,50,0.13,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/air-frying-vs-oven-cooking-methods.html,0,0,0.00,0.22,7580000,"[75,50,75,50,50,50,50,50,100,75,50,75]",2023-03-18,"Video, Featured snippet, Image, People also ask",informational,Organic
red snapper soup,38,38,140,45,0.00,https://stories.kitchenaid.com/article/philadelphias-snapper-soup-then-and-now,0,0,0.00,0.01,13700000,"[66,52,52,42,66,52,66,66,66,80,66,66]",2023-03-29,"Image pack, Site links, Reviews, Video, Video Carousel, People also ask",informational,Organic
vinegar in poached eggs,97,97,40,60,0.05,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-poach-an-egg.html,0,0,0.00,0.02,2240000,"[32,3,2,2,2,1,4,1,0,1,1,1]",2023-03-12,"Image pack, Site links, Reviews, Video, Featured snippet, People also ask",informational,Organic
definition of french doors,92,92,50,34,0.45,https://www.kitchenaid.com/pinch-of-help/major-appliances/french-door-side-by-side.html,0,0,0.00,0.02,29400000,"[100,15,11,15,11,11,11,11,7,15,7,7]",2023-04-06,"Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
extra deep countertop,51,51,20,16,1.21,https://www.kitchenaid.com/pinch-of-help/major-appliances/counter-depth-vs-standard-depth.html,0,0,0.00,0.99,19200000,"[2,1,1,1,1,1,1,1,1,1,1,1]",2023-03-21,"Image pack, Image, People also ask, FAQ",informational,Organic
proteine shake,86,86,140,78,1.94,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/blender-protein-shake.html,0,0,0.00,1,303000000,"[65,53,65,65,100,80,65,80,65,7,3,11]",2023-03-28,"Image pack, Site links, Reviews, Video, Image, People also ask",commercial,Organic
coffeemill,80,80,110,41,0.50,https://www.kitchenaid.com/countertop-appliances/coffee-products/coffee-grinders.html,0,0,0.00,1,154000000,"[20,5,6,16,5,6,3,6,2,0,8,3]",2023-03-31,"Image pack, Site links, Image, Video Carousel",commercial,Organic
rangehood installation service,93,93,40,24,2.66,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-install-a-range-hood.html,0,0,0.00,0.73,22100000,"[0,0,2,0,0,2,2,0,2,100,2,0]",2023-03-21,"Knowledge panel, Video, Image, People also ask, FAQ",commercial,Organic
